City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
343,Bose,IT,45.4612,8.0137,46.0,97,98,0.25,overcast clouds
344,Kavieng,PG,-2.5744,150.7967,83.32,71,92,5.53,overcast clouds
345,Aljezur,PT,37.3191,-8.8033,53.01,100,78,4.0,broken clouds
346,Pinega,RU,64.7001,43.3936,-7.2,88,100,13.06,overcast clouds
347,Mackay,AU,-21.15,149.2,80.6,83,75,4.61,broken clouds
348,Komsomolskiy,UZ,40.4272,71.7189,41.0,42,100,4.61,overcast clouds
349,Wewak,PG,-3.5534,143.6268,79.29,81,100,1.12,overcast clouds
350,Carlisle,US,40.2015,-77.1889,42.8,39,1,10.36,clear sky
351,Anahuac,MX,27.2333,-100.15,69.8,40,1,9.22,clear sky
352,Panzos,GT,15.4,-89.6667,96.8,30,0,6.91,clear sky
353,Laguna De Perlas,NI,12.3429,-83.6712,80.6,83,75,4.61,broken clouds
354,Manado,ID,1.487,124.8455,77.0,94,20,2.3,few clouds
355,Tuatapere,NZ,-46.1333,167.6833,67.28,65,90,5.68,overcast clouds
356,Tekirdag,TR,40.978,27.5085,46.4,100,25,3.44,mist
357,Izumo,JP,35.3667,132.7667,44.6,76,20,8.05,few clouds
358,Baruun-Urt,MN,46.6806,113.2792,-2.27,85,74,7.85,broken clouds
359,Cooma,AU,-36.2333,149.1333,62.6,59,68,12.66,broken clouds
360,Mezen,RU,65.8522,44.24,-4.29,90,58,9.15,broken clouds
361,Tuxpan,MX,19.55,-103.4,75.2,73,40,6.98,scattered clouds
362,Maldonado,UY,-34.6667,-54.9167,66.2,77,20,5.75,few clouds
363,Kondinskoye,RU,59.6481,67.41,33.87,97,100,12.53,overcast clouds
364,Goderich,CA,43.7501,-81.7165,21.2,68,100,26.46,overcast clouds
365,Alexandria,EG,31.2156,29.9553,62.6,72,40,5.75,scattered clouds
366,Santa Cruz,BO,-17.8,-63.1667,84.2,51,75,4.61,broken clouds
367,Carauari,BR,-4.8828,-66.8958,74.25,97,100,4.5,heavy intensity rain
368,Maxhutte-Haidhof,DE,49.2025,12.0981,42.01,93,90,2.91,heavy intensity rain
369,Whitianga,NZ,-36.8333,175.7,68.54,53,98,11.45,overcast clouds
370,Egvekinot,RU,66.3167,-179.1667,-9.44,93,100,14.92,snow
371,Rosa Zarate,EC,0.3333,-79.4667,75.51,93,100,3.02,moderate rain
372,Ucluelet,CA,48.9329,-125.5528,50.0,76,20,16.11,few clouds
373,Mayskiy,RU,47.6931,40.1025,23.0,74,75,13.42,broken clouds
374,Mahajanga,MG,-15.7167,46.3167,80.6,89,40,6.91,scattered clouds
375,Polovinnoye,RU,54.7914,65.9864,34.77,99,100,12.39,light rain
376,Chumikan,RU,54.7183,135.315,-12.41,87,100,13.53,overcast clouds
377,Makakilo City,US,21.3469,-158.0858,78.8,44,1,12.66,clear sky
378,Marquetalia,CO,5.2966,-75.055,65.39,92,100,2.66,overcast clouds
379,Labuhan,ID,-6.8844,112.2051,78.73,84,98,9.26,overcast clouds
380,Lavrentiya,RU,65.5833,-171.0,2.44,92,100,14.83,light snow
381,Marsa Matruh,EG,31.3525,27.2453,59.0,77,40,6.91,scattered clouds
382,Acapulco,MX,16.8634,-99.8901,84.2,61,1,4.61,clear sky
383,Mombetsu,JP,44.3525,143.3525,19.99,68,94,3.0,overcast clouds
384,Cartagena Del Chaira,CO,1.3349,-74.8429,75.34,94,100,1.72,overcast clouds
385,Sechura,PE,-5.5569,-80.8222,78.8,60,49,16.82,scattered clouds
386,Salamiyah,SY,35.0113,37.0532,46.99,88,0,3.18,clear sky
387,Husavik,IS,66.0449,-17.3389,24.8,68,0,2.3,clear sky
388,Yeppoon,AU,-23.1333,150.7333,84.2,54,40,6.91,scattered clouds
389,Dunedin,NZ,-45.8742,170.5036,60.01,70,87,27.0,overcast clouds
390,Susanville,US,40.4163,-120.653,50.0,43,1,5.75,clear sky
391,Rocha,UY,-34.4833,-54.3333,59.07,85,2,5.01,clear sky
392,Almaznyy,RU,48.0448,40.045,23.0,74,75,13.42,broken clouds
393,Hasaki,JP,35.7333,140.8333,35.6,93,75,2.3,broken clouds
394,Lata,PT,40.1629,-8.3327,51.01,93,100,1.99,overcast clouds
395,Nhulunbuy,AU,-12.2333,136.7667,78.8,89,90,11.5,overcast clouds
396,Gayny,RU,60.3071,54.3241,25.99,99,100,5.44,snow
397,Zabaykalsk,RU,49.6333,117.3167,-7.53,90,15,8.25,few clouds
398,Gravdal,NO,68.1214,13.5031,30.2,80,40,8.05,scattered clouds
399,Tchollire,CM,8.4022,14.1698,70.97,23,1,1.77,clear sky
400,Piacabucu,BR,-10.4056,-36.4344,79.27,78,45,15.99,scattered clouds
401,Yar-Sale,RU,66.8333,70.8333,-18.06,88,100,11.01,overcast clouds
402,Coronado,US,32.6859,-117.1831,69.01,63,20,9.22,few clouds
403,Muros,ES,42.7762,-9.0603,52.0,80,100,5.99,overcast clouds
404,Taoudenni,ML,22.6783,-3.9836,77.2,19,94,10.31,overcast clouds
405,Xichang,CN,27.8964,102.2634,38.57,74,0,0.58,clear sky
406,Itoman,JP,26.1247,127.6694,64.4,82,20,4.61,few clouds
407,Flin Flon,CA,54.7682,-101.865,-16.6,63,20,13.8,snow
408,Mogapi,BW,-22.323,27.8349,69.6,93,100,10.31,heavy intensity rain
409,Utena,LT,55.5,25.6,0.9,93,51,5.68,broken clouds
410,Dom Pedrito,BR,-30.9828,-54.6731,62.22,81,1,5.88,clear sky
411,Marihatag,PH,8.7936,126.2969,79.93,82,92,8.3,overcast clouds
412,Anicuns,BR,-16.4611,-49.9617,71.89,92,93,5.08,overcast clouds
413,Maarianhamina,AX,60.0973,19.9348,12.2,79,20,11.5,light snow
414,Riberalta,BO,-10.9833,-66.1,82.4,78,75,6.91,broken clouds
415,Laguna,US,38.421,-121.4238,62.6,39,1,3.44,clear sky
416,Porbandar,IN,21.6422,69.6093,63.46,41,0,14.81,clear sky
417,Flinders,AU,-34.5833,150.8552,73.99,89,100,1.01,light rain
418,Kuytun,RU,54.3419,101.5036,1.98,93,93,2.84,overcast clouds
419,Kang,BW,-23.6752,22.7876,66.81,92,98,5.59,overcast clouds
420,Mugur-Aksy,RU,50.35,90.5,7.86,87,95,4.23,overcast clouds
421,Prince Rupert,CA,54.3161,-130.3201,39.2,75,90,3.44,overcast clouds
422,Tera,NE,14.0078,0.7531,76.24,18,17,9.82,few clouds
423,Kutum,SD,14.2,24.6667,48.04,48,9,10.18,clear sky
424,Sitka,US,57.0531,-135.33,37.4,93,90,5.75,light rain
425,Orlik,RU,52.5178,99.825,-12.44,79,50,2.39,scattered clouds
426,Roebourne,AU,-20.7833,117.1333,81.32,72,14,9.8,few clouds
427,Porto Belo,BR,-27.1578,-48.5531,75.2,73,0,8.05,clear sky
428,Slavyanka,RU,42.8633,131.3847,23.2,94,100,5.28,overcast clouds
429,Bridgend,GB,51.5058,-3.5772,39.2,87,20,3.44,few clouds
430,Charters Towers,AU,-20.1,146.2667,83.8,62,37,11.81,scattered clouds
431,Kitui,KE,-1.367,38.0106,64.49,70,4,0.36,clear sky
432,Igarka,RU,67.4667,86.5833,-31.74,84,100,7.16,overcast clouds
433,Digby,CA,44.6169,-65.7655,37.99,86,100,4.61,light rain
434,Marfino,RU,55.7028,37.3822,10.4,78,75,11.18,light snow
435,San Pedro,PH,14.35,121.0167,79.0,78,75,1.14,broken clouds
436,Berlevag,NO,70.8578,29.0864,24.8,86,75,26.46,snow
437,Vydrino,RU,51.485,104.8461,5.38,85,53,6.22,broken clouds
438,Malabo,GQ,3.75,8.7833,78.8,100,20,4.61,few clouds
439,Biak,ID,-0.9131,122.8766,78.84,75,100,3.18,overcast clouds
440,Loralai,PK,30.3705,68.598,40.05,57,0,1.66,clear sky
441,Asyut,EG,27.181,31.1837,55.4,76,0,10.36,clear sky
442,Sangar,RU,63.9242,127.4739,-42.61,80,97,0.49,overcast clouds
443,Balakhninskiy,RU,58.0106,114.2769,-6.16,87,100,1.34,overcast clouds
444,Osmanabad,IN,18.1667,76.05,64.53,38,27,9.93,scattered clouds
445,Dongli,CN,23.5656,116.8194,55.4,100,0,1.81,mist
446,Dingle,PH,10.9995,122.6711,78.84,85,91,10.36,overcast clouds
447,Shahreza,IR,32.0339,51.8794,46.2,55,98,4.88,overcast clouds
448,Viransehir,TR,37.2353,39.7631,45.91,59,0,9.71,clear sky
449,Belyy,RU,55.8402,32.9419,0.37,93,83,6.26,broken clouds
450,Coquimbo,CL,-29.9533,-71.3436,62.6,82,40,11.5,scattered clouds
451,Bria,CF,6.5423,21.9863,72.97,22,83,6.35,broken clouds
452,Hambantota,LK,6.1241,81.1185,76.42,78,98,12.19,overcast clouds
453,Kieta,PG,-6.2167,155.6333,86.34,62,6,7.78,clear sky
454,Parnu-Jaagupi,EE,58.6105,24.5069,6.96,95,49,4.88,scattered clouds
455,Barcarena,BR,-1.5058,-48.6258,82.4,69,0,5.75,clear sky
456,Brownsville,US,25.9018,-97.4975,66.2,72,90,10.36,overcast clouds
457,Takaungu,KE,-3.6837,39.8566,76.78,83,6,3.38,clear sky
458,Kysyl-Syr,RU,63.8986,122.7617,-42.83,78,10,4.09,clear sky
459,Bismarck,US,46.8083,-100.7837,8.6,56,1,14.97,clear sky
460,Tura,IN,25.5198,90.2201,59.32,48,0,2.28,clear sky
461,Poya,NC,-21.35,165.15,83.28,71,19,6.06,few clouds
462,Yarmouth,US,41.7057,-70.2286,44.6,76,90,9.22,overcast clouds
463,Chapais,CA,49.7834,-74.8492,21.2,86,90,12.66,light snow
464,Winslow,US,35.0242,-110.6974,60.8,16,1,5.75,clear sky
465,Aniva,RU,46.7144,142.5294,5.0,85,75,8.95,light snow
466,Pointe Michel,DM,15.25,-61.3833,78.8,88,75,5.75,broken clouds
467,Tateyama,JP,34.9833,139.8667,45.0,66,77,1.99,broken clouds
468,Lazaro Cardenas,MX,17.9583,-102.2,78.93,67,1,5.35,clear sky
469,Luwuk,ID,-0.9516,122.7875,80.78,69,100,2.06,overcast clouds
470,Abashiri,JP,44.0213,144.2697,19.99,79,75,5.75,broken clouds
471,Belgrade,RS,44.804,20.4651,50.0,76,95,5.75,overcast clouds
472,Gazojak,TM,41.1875,61.4036,49.44,46,100,10.2,overcast clouds
473,Hamilton,US,39.1834,-84.5333,35.6,48,20,12.66,few clouds
474,Sao Felix Do Xingu,BR,-6.6447,-51.995,74.61,92,98,1.66,overcast clouds
475,Kazanskoye,RU,55.6448,69.235,33.85,96,100,12.08,overcast clouds
476,Bairiki,KI,1.3292,172.9752,84.2,74,75,9.22,broken clouds
477,Martinez,US,38.0194,-122.1341,66.2,37,1,4.32,clear sky
478,Moranbah,AU,-22.0016,148.0466,83.66,56,3,4.52,clear sky
479,Dukat,RU,62.55,155.55,-20.4,86,88,1.7,overcast clouds
480,Mega,ET,4.05,38.3,58.24,53,0,5.12,clear sky
481,Bathsheba,BB,13.2167,-59.5167,78.8,65,40,18.41,scattered clouds
482,Pokhara,NP,28.2333,83.9833,48.15,48,26,6.33,scattered clouds
483,Yinchuan,CN,38.4681,106.2731,32.54,70,0,5.12,clear sky
484,Ca Mau,VN,9.1769,105.15,74.46,79,28,5.17,scattered clouds
485,Phon,TH,15.816,102.5998,66.99,99,0,5.91,clear sky
486,Narrabri,AU,-30.3167,149.7833,77.0,57,90,21.85,overcast clouds
487,Jieshi,CN,22.8134,115.8257,64.0,77,0,4.54,clear sky
488,Lisala,CD,2.15,21.5167,71.58,88,84,1.61,broken clouds
489,Saint-Augustin,CA,51.226,-58.6502,29.89,97,97,11.72,overcast clouds
490,Sept-Iles,CA,50.2001,-66.3821,33.01,93,100,8.05,light snow
491,Bandar-E Lengeh,IR,26.5579,54.8807,66.27,58,0,13.31,clear sky
492,Bridgetown,BB,13.1,-59.6167,78.8,65,40,18.41,scattered clouds
493,Boa Vista,BR,2.8197,-60.6733,82.4,65,20,6.91,light rain
494,Bang Khla,TH,13.7214,101.2081,79.0,72,71,4.05,broken clouds
495,San Carlos De Bariloche,AR,-41.1456,-71.3082,91.4,8,0,8.05,clear sky
496,Naryan-Mar,RU,67.6713,53.087,-12.89,89,39,11.03,scattered clouds
497,Bitung,ID,1.4451,125.1824,77.0,94,20,2.3,few clouds
498,Dano,BF,11.15,-3.0667,79.05,18,37,4.43,scattered clouds
499,Da Lat,VN,11.9465,108.4419,57.79,85,24,2.35,few clouds
500,Morondava,MG,-20.2833,44.2833,80.37,78,95,3.94,overcast clouds
501,Half Moon Bay,US,37.4636,-122.4286,64.4,93,90,13.8,mist
502,Alofi,NU,-19.0595,-169.9187,78.8,89,100,14.97,light rain
503,Marzuq,YE,14.4,46.4667,55.65,35,0,5.7,clear sky
504,Nova Gradiska,HR,45.255,17.3831,42.8,93,100,1.14,mist
505,Qasigiannguit,GL,68.8193,-51.1922,8.6,36,22,11.5,few clouds
506,Filderstadt,DE,48.657,9.2205,46.0,100,75,1.14,fog
507,Brae,GB,60.3964,-1.353,32.0,69,90,21.85,light snow
508,Urucara,BR,-2.5364,-57.76,81.39,70,70,1.92,broken clouds
509,Camana,PE,-16.6228,-72.7111,71.46,76,73,4.18,broken clouds
510,Coihaique,CL,-45.5752,-72.0662,84.2,30,0,6.91,clear sky
511,Ossora,RU,59.2353,163.0719,3.6,92,31,6.62,scattered clouds
512,Kamaishi,JP,39.2667,141.8833,33.8,100,75,3.44,light rain
513,Vanimo,PG,-2.6741,141.3028,79.05,80,99,4.56,overcast clouds
514,Sulangan,PH,11.1373,123.7228,80.22,81,91,13.15,overcast clouds
515,Brazzaville,CG,-4.2658,15.2832,82.4,74,40,4.61,scattered clouds
516,Moose Factory,CA,51.2585,-80.6094,26.6,93,90,11.5,light snow
517,Kinsale,IE,51.7075,-8.5306,42.01,93,75,6.91,broken clouds
518,Severnyy-Kospashskiy,RU,59.0925,57.8008,36.0,100,100,5.01,overcast clouds
519,Vanavara,RU,60.34,102.2797,-1.05,93,100,5.41,overcast clouds
520,Thaba Nchu,ZA,-29.2093,26.839,64.4,94,14,3.44,few clouds
521,Dumas,US,35.8656,-101.9732,53.01,20,1,7.27,clear sky
522,Itarema,BR,-2.9248,-39.9167,78.13,81,17,11.68,few clouds
523,Campobasso,IT,41.6333,14.5833,48.99,86,85,6.96,overcast clouds
524,Pangai,TO,-19.8,-174.35,82.4,89,75,6.91,light rain
525,Dzerzhinskoye,RU,56.8344,95.2283,2.26,92,95,2.59,overcast clouds
526,Srivardhan,IN,18.0333,73.0167,70.32,50,37,8.46,scattered clouds
527,Camopi,GF,3.1655,-52.3158,72.77,97,100,3.87,overcast clouds
528,Jalpa,MX,21.6333,-102.9667,84.2,3,1,13.8,clear sky
529,Klyuchi,RU,52.2667,79.1667,29.07,99,100,6.51,overcast clouds
530,Ambilobe,MG,-13.2,49.05,73.26,93,64,2.46,light rain
531,Khani,GE,41.9563,42.9566,48.2,87,90,14.97,overcast clouds
532,Teguldet,RU,57.3064,88.1667,7.2,94,100,4.79,overcast clouds
533,Zhigalovo,RU,54.8097,105.1578,1.62,90,99,3.49,overcast clouds
534,Magistralnyy,RU,56.1725,107.4458,1.51,92,100,4.12,overcast clouds
535,Wladyslawowo,PL,54.7909,18.4009,28.99,93,75,4.61,light snow
536,Veraval,IN,20.9,70.3667,68.5,32,0,20.51,clear sky
537,Karsun,RU,54.1994,46.9827,4.01,93,100,15.1,overcast clouds
538,Sarangani,PH,5.4033,125.4636,81.97,74,100,16.15,overcast clouds
539,Guaimaro,CU,21.05,-77.35,80.6,74,40,9.22,scattered clouds
540,Selma,US,36.5708,-119.6121,62.6,51,1,4.5,clear sky
541,Williams Lake,CA,52.1415,-122.1445,32.0,74,75,4.61,broken clouds
542,Aberdeen,GB,57.1437,-2.0981,35.01,100,90,13.8,snow
543,Grand Gaube,MU,-20.0064,57.6608,75.99,80,7,3.0,light rain
544,Hauterive,FR,46.0901,3.4459,42.8,100,90,1.14,fog
545,Mirnyy,RU,62.5353,113.9611,-32.48,83,61,2.42,broken clouds
546,Maryborough,AU,-25.5333,152.7,86.97,48,28,2.73,scattered clouds
547,Kamina,CD,-8.7386,24.9906,65.16,95,98,3.69,overcast clouds
548,Coxim,BR,-18.5067,-54.76,77.4,72,44,5.55,scattered clouds
549,Isangel,VU,-19.55,169.2667,84.2,79,20,3.44,few clouds
550,Moindou,NC,-21.6924,165.677,84.2,70,40,3.44,scattered clouds
551,Fortuna,US,40.5982,-124.1573,52.0,87,90,19.57,overcast clouds
552,Salalah,OM,17.0151,54.0924,73.4,60,20,5.75,few clouds
553,Udachnyy,RU,66.4167,112.4,-37.55,79,20,1.92,few clouds
554,Saurimo,AO,-9.6608,20.3916,64.49,94,11,2.53,few clouds
555,Kaduqli,SD,11.0167,29.7167,65.37,26,16,15.35,few clouds
556,Yashkul,RU,46.1711,45.3435,31.33,88,95,23.31,overcast clouds
557,Ferkessedougou,CI,9.6,-5.2,79.9,21,40,3.85,scattered clouds
558,Manuk Mangkaw,PH,4.8,119.85,80.42,79,100,9.01,overcast clouds
559,Tartagal,AR,-22.5164,-63.8013,72.1,66,59,2.46,broken clouds
560,Verkhoyansk,RU,67.5447,133.385,-30.08,82,100,1.32,overcast clouds
561,Jumla,NP,29.2747,82.1838,24.19,84,96,5.28,overcast clouds
562,Cherepovets,RU,59.1333,37.9,-2.2,78,40,6.71,scattered clouds
563,Port Augusta,AU,-32.5,137.7667,69.8,60,90,13.8,overcast clouds
564,Novyy Urengoy,RU,66.0833,76.6333,-19.16,88,100,9.31,light snow
565,Imeni Poliny Osipenko,RU,52.4201,136.4853,-13.13,89,100,2.39,overcast clouds
566,Tecolutla,MX,20.4833,-97.0167,82.4,65,1,11.5,clear sky
567,Puerto Maldonado,PE,-12.6,-69.1833,75.69,91,39,1.48,scattered clouds
568,Wenzhou,CN,27.9994,120.6668,60.01,89,36,1.1,scattered clouds
569,Boundiali,CI,9.5217,-6.4869,76.03,22,8,2.24,clear sky
570,Alyangula,AU,-13.8483,136.4192,80.6,89,90,14.97,overcast clouds
571,Sorland,NO,67.667,12.6934,30.2,80,40,8.05,scattered clouds
572,Tigzirt,DZ,36.8886,4.1198,61.48,44,61,13.76,broken clouds
573,North Bend,US,43.4065,-124.2243,53.01,93,90,6.91,overcast clouds
574,Arawa,PG,-6.2132,155.5367,85.28,70,59,5.01,light rain
575,Foam Lake,CA,51.65,-103.5343,-16.6,63,87,6.91,overcast clouds
576,Maragogi,BR,-9.0122,-35.2225,78.1,82,6,8.3,clear sky
577,Richards Bay,ZA,-28.783,32.0377,75.43,91,98,2.17,overcast clouds
578,Biloela,AU,-24.4167,150.5,83.97,46,0,3.09,clear sky
579,Ngaoundere,CM,7.3167,13.5833,65.28,27,85,4.56,overcast clouds
580,Svetlogorsk,BY,52.6333,29.7333,12.85,96,81,7.99,broken clouds
581,Tagusao,PH,9.1924,117.8141,79.74,81,100,4.18,overcast clouds
582,Colares,PT,38.7992,-9.4469,55.0,93,40,13.8,scattered clouds
583,Puerto Escondido,MX,15.85,-97.0667,82.4,69,75,9.22,broken clouds
584,Tanhacu,BR,-14.0214,-41.2481,79.3,63,100,3.62,overcast clouds
585,Faanui,PF,-16.4833,-151.75,81.57,63,2,3.91,light rain
586,San Ramon,US,37.7799,-121.978,66.2,30,1,5.75,clear sky
587,Haimen,CN,23.1935,116.6142,55.4,100,0,2.77,mist
588,Gushikawa,JP,26.3544,127.8686,64.4,88,1,5.99,clear sky
589,Imbituba,BR,-28.24,-48.6703,75.2,69,0,13.8,clear sky
590,Hounde,BF,11.5,-3.5167,78.33,18,42,3.51,scattered clouds
591,Osypenko,UA,46.9136,36.8253,28.02,85,32,9.04,scattered clouds
592,Mitu,CO,1.1983,-70.1733,74.35,95,94,1.54,overcast clouds
593,Smithers,CA,54.7804,-127.1743,30.2,80,75,5.75,broken clouds
594,Price,US,39.5994,-110.8107,39.2,48,90,13.8,overcast clouds
595,Kuusamo,FI,65.9667,29.1833,12.2,85,75,8.05,light snow
596,Lagoa,PT,39.05,-27.9833,58.5,87,99,16.98,overcast clouds
597,Mahanoro,MG,-19.9,48.8,75.51,85,46,3.94,scattered clouds
598,Del Rio,US,29.3627,-100.8968,75.2,25,1,6.91,clear sky
599,Gorin,RU,51.1983,136.6669,-12.98,87,100,2.57,overcast clouds
600,Kargopol,RU,61.5071,38.9456,-2.09,91,100,9.37,overcast clouds
601,Caceres,ES,39.522,-6.3748,47.82,91,100,4.27,overcast clouds
602,Bonthe,SL,7.5264,-12.505,77.68,79,28,6.51,scattered clouds
603,Greytown,ZA,-29.0642,30.5928,62.71,97,95,0.67,overcast clouds
604,Bacolod,PH,10.6667,122.95,80.44,75,57,10.45,broken clouds
605,Mutsu,JP,41.2894,141.2169,39.0,86,75,8.05,broken clouds
606,Tucurui,BR,-3.7661,-49.6725,79.21,71,92,4.23,overcast clouds
607,Oriximina,BR,-1.7656,-55.8661,80.92,70,87,3.69,overcast clouds
608,Eston,CA,51.1501,-108.7514,-7.6,70,90,20.71,snow
609,Guaraniacu,BR,-25.1008,-52.8781,61.88,77,0,5.57,clear sky
610,Port Blair,IN,11.6667,92.75,77.86,75,37,7.36,scattered clouds
611,Nanakuli,US,21.3906,-158.1547,78.8,44,1,12.66,clear sky
612,Vardo,NO,70.3705,31.1107,24.8,79,75,12.66,light snow
613,Saint-Denis,FR,48.9167,2.3333,48.99,93,100,3.44,light rain
614,Tshane,BW,-24.0196,21.8684,69.69,85,82,9.93,broken clouds
615,Talcahuano,CL,-36.7167,-73.1167,60.8,88,90,9.22,overcast clouds
616,Belen,TR,36.4891,36.2233,48.2,100,0,2.3,mist
617,Komatipoort,ZA,-25.4332,31.9548,71.6,100,100,1.14,overcast clouds
618,Barra Da Estiva,BR,-13.6261,-41.3269,70.59,80,94,2.98,overcast clouds
619,Praia,CV,14.9215,-23.5087,68.0,68,40,20.71,scattered clouds
620,Mago,RU,53.2514,140.1822,-9.04,89,100,3.96,overcast clouds
621,Pringsewu,ID,-5.3582,104.9744,73.83,92,97,3.2,overcast clouds
622,Japura,ID,-0.3167,102.35,73.31,93,100,1.28,overcast clouds
623,Mitchell,US,43.7094,-98.0298,21.2,53,20,14.97,few clouds
624,Katobu,ID,-4.9408,122.5276,80.2,84,74,5.68,broken clouds
625,Kuminskiy,RU,58.6667,66.5667,33.85,95,100,10.22,overcast clouds
626,Shingu,JP,33.7333,135.9833,50.0,66,75,2.3,broken clouds
627,Pahrump,US,36.2083,-115.9839,66.0,16,0,5.99,clear sky
628,Bilibino,RU,68.0546,166.4372,-11.06,77,30,4.03,scattered clouds
629,Kielce,PL,50.8703,20.6275,30.0,1,100,6.64,overcast clouds
630,Champasak,LA,14.75,106.0,65.03,85,0,1.12,clear sky
631,Praya,CV,14.9215,-23.5087,68.0,68,40,20.71,scattered clouds
632,Boguchany,RU,58.3814,97.4531,-1.01,91,93,4.03,overcast clouds
633,Kasongo-Lunda,CD,-6.4667,16.8167,71.49,87,100,0.49,overcast clouds
634,Kargasok,RU,59.0556,80.8572,11.48,96,100,7.38,overcast clouds
635,Ljungby,SE,56.8332,13.9408,9.0,92,0,4.61,clear sky
636,Zhigansk,RU,66.7697,123.3711,-42.93,75,73,3.65,broken clouds
637,Nuuk,GL,64.1835,-51.7216,17.6,73,20,17.27,few clouds
638,Dublin,US,37.7021,-121.9358,66.2,30,1,5.75,clear sky
639,Cortez,US,37.3489,-108.5859,39.2,38,90,8.05,overcast clouds
640,Bonavista,CA,48.6499,-53.1147,37.0,100,99,6.91,overcast clouds
641,Hervey Bay,AU,-25.2986,152.8535,87.01,57,75,4.61,broken clouds
642,Sharjah,AE,25.3573,55.4033,68.0,36,0,3.44,clear sky
643,Mangan,IN,27.5167,88.5333,51.22,47,95,6.22,overcast clouds
644,Nioki,CD,-2.7167,17.6833,74.8,86,94,2.51,overcast clouds
645,Ravar,IR,31.2656,56.8055,52.79,35,0,2.13,clear sky
646,Sandpoint,US,48.2766,-116.5533,43.0,49,75,9.22,broken clouds
647,Khorixas,NA,-20.3667,14.9667,72.97,48,39,1.97,scattered clouds
648,Aktau,KZ,43.65,51.2,44.6,81,40,22.37,scattered clouds
649,Port-Cartier,CA,50.0334,-66.8654,33.01,93,100,8.05,snow
650,Masunga,BW,-20.6246,27.4488,68.04,85,88,6.8,overcast clouds
651,Malakal,SS,9.5334,31.6605,71.26,20,3,10.83,clear sky
652,Pochutla,MX,15.7432,-96.4661,80.01,78,75,12.66,broken clouds
653,La Motte-Servolex,FR,45.5942,5.8758,44.01,100,0,3.44,clear sky
654,Sabzevar,IR,36.2126,57.6819,48.49,47,71,2.93,broken clouds
655,Konevo,RU,62.1215,39.3192,-3.62,90,100,10.74,light snow
656,Farafangana,MG,-22.8167,47.8333,77.63,87,96,9.86,overcast clouds
657,Muzhi,RU,65.3667,64.6667,-19.03,87,99,11.9,overcast clouds
658,Goundam,ML,16.4145,-3.6708,75.31,18,100,5.68,overcast clouds
659,Lamu,KE,-2.2717,40.902,78.8,87,1,4.61,clear sky
660,Nizhniye Sergi,RU,56.6614,59.3033,35.15,87,100,8.84,overcast clouds
661,La Orilla,MX,17.9833,-102.2333,78.75,68,0,5.19,clear sky
662,Yerbogachen,RU,61.2767,108.0108,-8.14,91,100,3.22,overcast clouds
663,Gien,FR,47.6933,2.6309,46.99,98,100,9.4,overcast clouds
664,Pauini,BR,-7.7136,-66.9764,74.98,94,100,1.86,overcast clouds
665,Cervo,ES,43.6702,-7.4101,48.99,86,100,1.01,light rain
666,Lerwick,GB,60.1545,-1.1494,32.0,69,90,21.85,light snow
667,Krasnotorka,UA,48.682,37.5327,22.28,87,22,12.97,few clouds
668,Nurobod,UZ,40.9056,69.8023,48.2,34,20,6.91,few clouds
669,Moelv,NO,60.9333,10.7,10.15,88,77,4.0,broken clouds
670,Natal,BR,-5.795,-35.2094,78.8,78,0,5.75,clear sky
671,Askino,RU,56.0901,56.5783,34.7,96,100,14.47,snow
672,Owando,CG,-0.4819,15.8999,75.36,75,53,2.46,broken clouds
673,Leh,IN,34.1667,77.5833,1.4,60,0,1.99,clear sky
674,Bhimunipatnam,IN,17.8833,83.4333,62.6,88,0,2.3,mist
675,Zabol,AF,32.25,67.25,33.57,79,0,4.5,clear sky
676,Bowen,AU,-20.0167,148.2333,82.4,69,40,2.3,scattered clouds
677,Sattahip,TH,12.6664,100.9007,75.2,64,6,5.75,haze
678,Valley City,US,46.9233,-98.0032,3.2,72,20,18.41,light snow
679,Gorontalo,ID,0.5412,123.0595,79.63,85,100,2.01,overcast clouds
680,Don Sak,TH,9.3168,99.6918,71.6,100,20,3.44,few clouds
681,Talegaon Dabhade,IN,18.7167,73.6833,63.82,33,27,5.57,scattered clouds
682,Viedma,AR,-40.8135,-62.9967,73.0,65,0,1.01,clear sky
683,La Libertad,EC,-2.2333,-80.9,80.6,74,0,9.22,clear sky
684,Sinaloa,MX,25.0,-107.5,82.0,44,1,12.66,clear sky
685,Mandiana,GN,10.6333,-8.6833,80.04,18,82,3.38,broken clouds
686,Borzya,RU,50.3833,116.5167,-12.5,89,47,3.44,scattered clouds
687,Iwanai,JP,42.9744,140.5089,35.62,90,99,11.65,overcast clouds
